station_id,s_no,battery_status,status_timestamp,weather_humidity,weather_temperature,weather_wind_speed
2,1,low,1684571218726,91,135,49
2,2,low,1684571224545,54,81,99
2,3,medium,1684571225550,25,93,76
2,4,high,1684571226555,55,129,58
2,5,medium,1684571227557,26,62,80
2,6,high,1684571228570,14,147,94
2,7,medium,1684571229574,52,37,61
2,8,medium,1684571230586,34,133,62
2,9,high,1684571231590,66,27,93
2,11,medium,1684571232601,79,37,107
2,13,low,1684571233603,89,93,132
2,14,high,1684571234617,44,61,78
2,15,high,1684571235633,65,99,11
2,16,low,1684571236647,58,76,74
2,17,medium,1684571237674,93,95,48
2,18,medium,1684571238695,70,99,8
2,19,medium,1684571239710,82,31,35
2,20,high,1684571240723,63,147,29
2,21,medium,1684571241726,1,139,85
2,22,low,1684571242731,86,141,73
2,23,low,1684571243743,85,15,32
2,24,low,1684571244744,1,98,125
2,25,high,1684571245756,7,12,69
2,26,high,1684571246773,51,49,26
2,27,medium,1684571247792,13,91,93
2,29,medium,1684571248803,24,46,108
2,30,medium,1684571249818,81,124,64
2,31,high,1684571250829,33,24,117
2,33,high,1684571251834,63,69,133
2,34,low,1684571252849,76,136,146
2,35,high,1684571253864,78,74,130
2,36,low,1684571254866,98,137,148
2,37,medium,1684571255868,19,3,67
2,38,medium,1684571256880,1,32,22
2,39,medium,1684571257896,65,37,129
2,40,low,1684571258911,74,117,129
2,41,low,1684571259927,72,79,34
2,43,high,1684571260942,46,76,138
2,44,low,1684571261956,80,90,96
2,45,high,1684571262958,51,148,136
2,46,high,1684571263973,39,21,21
2,47,medium,1684571264989,32,47,59
2,48,medium,1684571265991,14,82,115
2,49,medium,1684571267009,22,114,126
2,50,low,1684571268018,51,27,74
2,51,medium,1684571269034,3,46,23
2,53,high,1684571270058,25,121,108
2,54,medium,1684571271067,22,58,80
2,55,high,1684571272083,65,58,18
2,56,medium,1684571273098,47,39,122
2,57,low,1684571274114,62,68,60
2,58,high,1684571275127,68,77,31
2,59,low,1684571276143,54,83,61
2,60,low,1684571277146,59,84,113
2,61,low,1684571278148,61,43,74
2,62,medium,1684571279164,35,45,7
2,63,high,1684571280187,63,80,23
2,64,high,1684571281213,0,58,88
2,65,medium,1684571282220,9,123,64
2,66,medium,1684571283228,69,133,37
2,67,medium,1684571284237,8,130,38
