station_id,s_no,battery_status,status_timestamp,weather_humidity,weather_temperature,weather_wind_speed
7,1,medium,1684571217370,66,28,15
7,2,low,1684571222394,11,26,21
7,4,medium,1684571223449,77,34,25
7,5,medium,1684571224464,29,105,50
7,6,low,1684571225472,8,39,48
7,7,low,1684571226477,92,90,145
7,8,medium,1684571227493,65,68,142
7,9,high,1684571228506,33,99,62
7,10,high,1684571229511,48,108,34
7,12,high,1684571230522,48,149,112
7,13,low,1684571231538,96,76,91
7,14,medium,1684571232553,42,67,65
7,15,medium,1684571233571,67,33,99
7,16,medium,1684571234585,8,75,84
7,17,high,1684571235601,38,128,102
7,18,low,1684571236616,23,51,60
7,19,medium,1684571237631,65,143,65
7,20,high,1684571238646,99,72,116
7,21,low,1684571239662,41,37,73
7,22,high,1684571240677,7,16,77
7,23,high,1684571241694,51,69,139
7,24,medium,1684571242708,7,145,77
7,25,medium,1684571243712,77,128,125
7,26,high,1684571244724,24,68,29
7,27,low,1684571245740,9,7,40
7,28,medium,1684571246756,38,124,75
7,29,medium,1684571247760,58,100,12
7,31,low,1684571248771,98,134,51
7,32,medium,1684571249787,63,72,64
7,33,low,1684571250797,18,105,63
7,34,medium,1684571251803,93,56,72
7,35,low,1684571252818,85,149,5
7,36,medium,1684571253833,25,114,130
7,37,high,1684571254835,22,107,55
7,38,high,1684571255847,16,67,52
7,40,medium,1684571256864,29,15,43
7,41,high,1684571257866,43,149,9
7,42,high,1684571258879,92,145,127
7,43,medium,1684571259895,80,42,23
7,44,low,1684571260910,41,114,37
7,45,medium,1684571261926,83,49,23
7,46,medium,1684571262927,89,149,103
7,47,low,1684571263942,39,124,84
7,48,low,1684571264958,5,127,14
7,49,high,1684571265975,69,26,132
7,52,low,1684571266991,39,53,73
7,53,medium,1684571268003,69,82,103
7,54,medium,1684571269019,36,109,69
7,55,medium,1684571270027,62,104,138
7,56,low,1684571271036,62,51,86
7,57,high,1684571272051,65,69,10
7,58,high,1684571273067,34,96,87
7,59,high,1684571274082,5,115,15
7,60,medium,1684571275096,43,125,5
7,61,high,1684571276128,67,135,35
7,62,medium,1684571277130,64,59,13
7,63,medium,1684571278132,90,117,125
7,65,low,1684571279142,54,2,105
7,66,low,1684571280151,40,58,24
7,67,high,1684571281152,13,91,112
7,68,high,1684571282158,79,115,100
7,69,medium,1684571283174,34,44,52
7,70,medium,1684571284190,86,38,9
7,71,medium,1684571285192,25,134,52
7,72,high,1684571286206,11,98,18
7,73,medium,1684571287238,18,21,84
7,74,low,1684571288254,54,121,98
7,75,medium,1684571289271,76,78,149
7,76,low,1684571290283,68,1,134
7,77,low,1684571291300,10,113,83
7,79,medium,1684571292313,100,106,10
7,80,high,1684571293335,91,4,27
7,82,medium,1684571294344,28,107,101
7,83,high,1684571295346,84,80,143
7,84,low,1684571296361,33,110,14
7,85,high,1684571297378,61,9,25
7,86,medium,1684571298392,25,28,74
7,87,low,1684571299395,54,84,96
7,88,medium,1684571300411,5,19,132
7,89,medium,1684571301422,52,111,26
7,90,high,1684571302437,76,143,136
7,92,medium,1684571303452,71,43,107
7,93,low,1684571304470,35,92,80
7,94,high,1684571305484,2,40,44
7,95,medium,1684571306499,38,95,107
7,96,medium,1684571307501,15,82,106
7,97,medium,1684571308516,48,41,21
7,98,low,1684571309531,66,142,50
7,99,high,1684571310535,60,74,42
7,100,high,1684571311550,14,148,135
7,101,low,1684571312560,51,107,34
7,103,high,1684571313575,76,39,59
7,104,medium,1684571314576,28,128,28
