station_id,s_no,battery_status,status_timestamp,weather_humidity,weather_temperature,weather_wind_speed
3,1,medium,1684571218187,81,134,17
3,2,medium,1684571224103,7,88,107
3,3,medium,1684571225126,99,14,27
3,4,medium,1684571226134,100,91,101
3,5,high,1684571227139,92,0,92
3,6,high,1684571228157,9,16,66
3,7,low,1684571229172,20,34,65
3,9,low,1684571230188,94,86,25
3,10,low,1684571231203,58,32,130
3,12,high,1684571232219,53,131,133
3,13,medium,1684571233236,78,79,102
3,14,high,1684571234249,42,44,116
3,15,high,1684571235251,33,98,104
3,16,medium,1684571236267,81,52,137
3,17,medium,1684571237279,35,67,33
3,18,low,1684571238297,99,148,97
3,19,low,1684571239313,64,10,43
3,20,low,1684571240328,28,77,143
3,21,low,1684571241343,86,79,59
3,22,medium,1684571242359,6,34,93
3,23,low,1684571243361,23,142,40
3,24,low,1684571244375,21,9,104
3,26,high,1684571245391,22,123,46
3,27,medium,1684571246407,92,24,75
3,28,high,1684571247424,86,13,55
3,29,medium,1684571248436,30,23,53
3,30,high,1684571249453,63,46,23
3,31,medium,1684571250469,54,13,84
3,32,low,1684571251485,93,145,12
3,33,high,1684571252514,96,27,77
3,34,low,1684571253531,28,108,13
3,36,high,1684571254547,51,73,140
3,37,medium,1684571255551,82,2,27
3,38,medium,1684571256564,86,75,91
3,39,high,1684571257578,83,87,30
3,40,low,1684571258594,28,6,44
3,41,medium,1684571259596,88,141,76
3,42,medium,1684571260609,59,65,79
3,43,high,1684571261611,77,114,97
3,44,low,1684571262624,40,59,18
3,45,low,1684571263626,86,38,66
3,46,medium,1684571264641,83,139,36
3,47,low,1684571265649,72,33,11
3,49,high,1684571266654,34,53,133
3,50,medium,1684571267664,87,143,135
3,51,high,1684571268673,54,70,46
3,52,low,1684571269687,53,148,45
3,53,medium,1684571270704,6,50,61
3,54,low,1684571271721,32,65,66
3,55,medium,1684571272735,58,148,136
3,56,high,1684571273740,18,7,44
3,57,low,1684571274751,45,49,77
3,59,medium,1684571275767,55,121,98
3,60,high,1684571276781,0,8,109
3,61,medium,1684571277796,88,61,30
3,62,low,1684571278811,17,85,27
3,63,medium,1684571279828,5,61,116
3,64,medium,1684571280852,49,92,92
3,65,low,1684571281862,73,102,67
3,66,medium,1684571282874,44,23,45
3,67,low,1684571283894,24,117,53
3,68,high,1684571284908,72,118,7
3,69,high,1684571285920,10,6,97
3,71,low,1684571286937,75,56,142
3,72,low,1684571287951,37,143,24
3,73,medium,1684571288965,73,89,73
3,74,high,1684571289971,78,123,75
3,75,high,1684571290982,41,109,58
3,76,high,1684571291998,21,77,117
3,77,low,1684571293001,79,54,28
3,79,medium,1684571294013,31,98,118
3,80,medium,1684571295014,84,11,58
3,81,medium,1684571296029,1,114,10
3,82,low,1684571297046,84,55,121
3,83,low,1684571298064,19,59,82
3,84,high,1684571299077,47,49,96
3,86,high,1684571300093,44,43,98
3,87,medium,1684571301108,90,37,123
3,88,medium,1684571302109,9,128,6
3,89,high,1684571303123,39,112,105
3,90,medium,1684571304125,38,47,122
3,91,high,1684571305138,24,46,99
3,92,high,1684571306153,80,19,87
3,93,medium,1684571307162,26,40,130
3,94,high,1684571308174,2,107,126
3,95,medium,1684571309184,13,114,62
3,96,medium,1684571310186,26,65,108
3,98,medium,1684571311198,60,88,108
3,99,low,1684571312199,97,24,42
3,100,low,1684571313200,89,31,75
3,102,low,1684571314216,43,120,144
3,103,medium,1684571315230,32,73,43
3,104,high,1684571316245,100,110,42
3,105,high,1684571317277,96,39,83
3,106,high,1684571318293,52,78,50
3,107,medium,1684571319307,83,133,61
3,108,medium,1684571320322,37,93,9
3,109,low,1684571321323,78,50,45
3,110,low,1684571322339,91,30,63
3,112,high,1684571323353,89,115,38
3,113,medium,1684571324362,76,82,64
3,114,medium,1684571325372,57,92,41
3,115,high,1684571326389,26,81,109
3,116,medium,1684571327402,99,133,42
3,117,low,1684571328416,87,105,61
3,118,medium,1684571329418,79,136,29
3,119,low,1684571330431,78,11,144
3,120,low,1684571331446,96,3,21
3,121,low,1684571332448,72,128,112
3,122,low,1684571333463,87,46,129
3,123,low,1684571334478,54,117,93
3,125,high,1684571335493,19,40,59
3,126,medium,1684571336510,76,4,64
3,127,high,1684571337513,94,48,47
3,128,high,1684571338526,61,94,106
3,129,medium,1684571339542,21,114,95
3,130,medium,1684571340550,76,65,126
3,131,high,1684571341556,24,92,17
3,132,medium,1684571342571,14,5,86
3,133,low,1684571343586,12,89,50
3,135,medium,1684571344602,16,91,72
3,136,low,1684571345632,24,118,112
3,137,high,1684571346633,80,46,128
3,138,high,1684571347638,3,143,45
3,139,medium,1684571348653,66,70,75
3,140,medium,1684571349664,19,143,15
3,141,high,1684571350668,73,137,70
3,142,high,1684571351680,21,121,27
3,143,high,1684571352695,42,44,132
3,144,medium,1684571353726,50,56,101
3,145,medium,1684571354741,53,62,67
3,147,low,1684571355757,27,5,143
3,148,low,1684571356769,78,92,119
3,149,medium,1684571357773,79,0,139
3,150,low,1684571358775,41,46,136
3,151,low,1684571359791,14,41,7
3,153,medium,1684571360794,37,118,148
3,154,low,1684571361804,72,4,42
3,155,high,1684571362819,49,144,125
3,156,low,1684571363836,83,143,103
