station_id,s_no,battery_status,status_timestamp,weather_humidity,weather_temperature,weather_wind_speed
10,1,medium,1684571219289,52,54,43
10,2,medium,1684571224857,76,145,83
10,3,medium,1684571225867,56,100,96
10,5,high,1684571226886,96,4,96
10,6,low,1684571227902,92,45,34
10,7,low,1684571228905,53,3,125
10,8,high,1684571229907,74,20,98
10,9,medium,1684571230912,27,3,111
10,10,low,1684571231925,19,88,70
10,11,high,1684571232941,47,38,76
10,12,medium,1684571233958,11,60,25
10,13,high,1684571234970,60,83,132
10,14,medium,1684571235973,63,27,106
10,16,medium,1684571236977,36,7,83
10,17,medium,1684571237978,98,41,126
10,18,high,1684571238980,26,53,35
10,19,low,1684571239998,56,63,42
10,20,low,1684571241007,22,144,38
10,22,high,1684571242020,55,14,77
10,23,low,1684571243022,37,50,54
10,24,medium,1684571244038,75,137,70
10,25,medium,1684571245051,78,121,108
10,26,low,1684571246065,30,15,11
10,27,high,1684571247077,8,122,82
10,28,high,1684571248088,24,84,45
10,29,low,1684571249101,2,43,25
10,30,medium,1684571250118,32,25,91
10,31,low,1684571251121,95,17,127
10,32,low,1684571252137,9,34,98
10,33,medium,1684571253146,97,6,128
10,35,medium,1684571254160,69,130,143
10,36,high,1684571255166,56,41,91
10,37,high,1684571256176,97,49,21
10,38,medium,1684571257188,83,70,77
10,39,high,1684571258190,82,62,111
10,40,medium,1684571259193,72,123,130
10,41,medium,1684571260196,43,68,10
10,42,high,1684571261211,5,111,88
10,44,medium,1684571262213,23,133,98
10,45,high,1684571263221,88,126,114
10,46,medium,1684571264237,4,87,106
10,47,high,1684571265251,99,101,130
10,48,medium,1684571266267,64,67,40
10,49,low,1684571267281,25,41,102
10,50,low,1684571268296,22,110,36
10,51,high,1684571269311,51,120,133
10,52,high,1684571270317,97,51,130
10,53,medium,1684571271320,9,7,84
10,54,medium,1684571272336,47,9,83
10,55,low,1684571273345,90,109,47
10,56,medium,1684571274347,75,46,142
10,57,high,1684571275349,83,36,37
10,58,low,1684571276366,7,143,111
10,60,low,1684571277368,92,59,86
10,61,high,1684571278375,50,111,70
10,62,low,1684571279378,6,30,44
10,63,high,1684571280390,82,54,75
10,64,medium,1684571281392,55,91,61
10,65,high,1684571282411,71,95,128
10,66,medium,1684571283426,77,148,64
10,67,low,1684571284438,8,146,88
10,68,medium,1684571285453,68,148,117
10,70,medium,1684571286469,24,39,72
10,71,high,1684571287484,29,108,116
10,72,low,1684571288500,63,56,110
10,73,medium,1684571289515,2,122,40
10,74,medium,1684571290523,43,5,91
10,75,high,1684571291533,2,121,48
10,76,medium,1684571292548,58,120,22
10,78,high,1684571293550,49,86,16
10,79,low,1684571294567,23,103,33
10,80,low,1684571295580,28,131,128
10,81,medium,1684571296592,56,89,84
10,83,medium,1684571297608,85,63,85
10,84,high,1684571298624,9,43,73
10,85,high,1684571299639,12,14,132
10,86,medium,1684571300654,8,57,149
10,87,low,1684571301657,78,138,97
10,88,high,1684571302671,21,74,7
10,89,low,1684571303672,21,110,124
10,90,medium,1684571304675,41,124,127
10,91,low,1684571305691,17,17,67
10,92,medium,1684571306703,95,87,110
10,93,high,1684571307718,27,8,63
10,94,medium,1684571308720,19,40,42
10,96,medium,1684571309733,10,133,123
10,97,medium,1684571310748,41,56,41
10,98,high,1684571311779,53,40,45
10,99,low,1684571312780,98,118,149
10,100,high,1684571313794,100,36,100
10,101,low,1684571314796,23,13,74
10,102,high,1684571315799,91,143,32
10,103,high,1684571316810,32,57,124
10,105,medium,1684571317826,35,82,131
10,106,low,1684571318841,97,120,101
10,107,low,1684571319843,6,70,73
10,108,high,1684571320860,31,109,42
10,109,medium,1684571321874,41,74,36
10,110,medium,1684571322889,38,79,139
10,111,low,1684571323906,9,115,34
10,112,low,1684571324921,15,32,27
10,113,high,1684571325936,94,92,88
10,115,medium,1684571326937,4,8,120
10,116,medium,1684571327955,59,64,81
10,117,medium,1684571328966,38,21,10
10,118,low,1684571329982,9,123,70
10,119,high,1684571330986,37,90,48
10,120,medium,1684571331999,9,37,92
10,121,low,1684571333015,92,89,148
10,122,medium,1684571334029,83,116,98
10,123,high,1684571335045,29,86,47
10,125,high,1684571336059,28,148,131
10,126,low,1684571337076,70,108,61
10,127,medium,1684571338091,48,146,82
10,128,low,1684571339094,65,25,86
10,129,medium,1684571340106,35,85,46
10,130,medium,1684571341122,85,96,38
10,131,high,1684571342137,27,127,19
10,132,medium,1684571343153,67,36,71
10,133,low,1684571344161,23,103,37
10,135,low,1684571345169,81,62,135
10,136,medium,1684571346184,49,118,128
10,137,high,1684571347199,63,129,89
10,138,medium,1684571348214,1,104,73
10,139,low,1684571349220,56,69,62
10,140,medium,1684571350236,72,74,73
10,141,low,1684571351246,27,68,98
10,142,high,1684571352260,67,57,6
10,143,low,1684571353278,84,119,97
10,144,medium,1684571354293,1,121,106
10,145,high,1684571355308,6,85,79
10,146,medium,1684571356324,66,25,103
10,147,medium,1684571357339,83,18,112
10,148,low,1684571358352,28,106,69
10,149,medium,1684571359354,67,75,28
10,152,low,1684571360358,76,9,48
10,153,low,1684571361359,32,42,6
10,154,high,1684571362369,83,112,147
10,155,high,1684571363385,86,126,71
10,156,high,1684571364399,54,139,108
10,157,medium,1684571365414,47,57,67
10,158,medium,1684571366430,21,28,27
10,159,low,1684571367445,14,64,47
10,160,medium,1684571368461,53,50,57
10,161,high,1684571369477,0,15,102
10,162,low,1684571370480,36,53,85
10,163,medium,1684571371483,71,137,97
10,164,medium,1684571372493,44,65,144
10,165,high,1684571373508,70,120,66
10,167,medium,1684571374523,34,91,27
10,168,low,1684571375524,65,125,56
10,169,high,1684571376539,50,34,109
10,170,low,1684571377541,61,67,16
10,171,low,1684571378569,47,148,145
10,172,medium,1684571379571,32,19,125
10,174,low,1684571380586,68,84,18
10,175,high,1684571381603,67,109,46
10,176,low,1684571382607,15,138,50
10,177,high,1684571383618,79,21,90
10,178,medium,1684571384633,13,84,63
10,179,medium,1684571385648,15,90,113
10,180,high,1684571386664,45,64,140
10,181,medium,1684571387678,81,64,63
10,182,high,1684571388694,13,66,43
10,183,medium,1684571389707,52,130,29
10,184,medium,1684571390710,16,108,57
10,186,high,1684571391723,41,124,129
10,187,low,1684571392727,30,97,87
10,188,low,1684571393744,18,62,132
10,189,medium,1684571394747,76,47,139
10,190,high,1684571395754,0,56,67
10,191,low,1684571396757,24,83,146
10,192,medium,1684571397768,41,72,143
10,193,medium,1684571398770,78,48,22
10,194,medium,1684571399786,61,4,108
10,195,low,1684571400801,40,14,83
10,196,high,1684571401817,54,75,149
10,198,high,1684571402829,75,73,135
10,199,high,1684571403832,100,63,11
10,200,medium,1684571404836,12,93,78
10,201,medium,1684571405848,69,99,124
10,202,high,1684571406862,55,132,74
10,203,low,1684571407875,1,82,67
10,204,medium,1684571408884,59,4,103
10,205,low,1684571409900,43,15,99
10,206,medium,1684571410906,88,63,22
10,207,medium,1684571411923,66,108,19
10,209,low,1684571412938,80,57,87
10,210,high,1684571413941,93,96,29
10,211,low,1684571414943,40,41,140
10,213,medium,1684571415945,37,5,5
10,214,medium,1684571416958,5,60,68
10,215,medium,1684571417970,21,140,32
10,216,high,1684571418985,41,28,84
10,217,low,1684571420016,84,100,14
10,218,high,1684571421030,16,129,74
10,219,medium,1684571422047,28,113,52
10,220,low,1684571423062,17,19,123
10,221,low,1684571424078,77,111,116
10,223,high,1684571425086,24,98,17
10,224,low,1684571426098,64,50,128
10,225,high,1684571427102,66,126,43
10,226,low,1684571428110,87,83,35
10,227,medium,1684571429125,82,120,111
10,228,medium,1684571430138,72,135,10
10,229,medium,1684571431142,58,77,67
10,230,high,1684571432149,28,85,24
10,231,high,1684571433158,71,77,94
10,232,low,1684571434163,68,31,94
10,233,medium,1684571435169,49,85,20
10,234,medium,1684571436173,23,129,7
10,235,low,1684571437175,19,47,128
10,236,low,1684571438194,64,127,18
10,237,medium,1684571439201,85,67,71
10,239,medium,1684571440215,71,50,59
10,240,high,1684571441230,95,83,34
10,241,medium,1684571442245,62,128,101
10,242,medium,1684571443262,49,143,113
10,244,high,1684571444276,60,67,38
10,245,low,1684571445292,94,67,62
10,246,high,1684571446294,15,12,81
10,247,medium,1684571447311,45,117,19
10,248,low,1684571448315,47,39,80
10,249,medium,1684571449338,86,142,22
10,250,high,1684571450353,38,141,80
10,251,medium,1684571451368,18,2,9
10,252,high,1684571452376,26,128,137
10,253,low,1684571453380,86,58,96
10,254,high,1684571454394,96,6,41
10,255,low,1684571455402,17,125,10
10,256,medium,1684571456404,51,32,145
10,258,medium,1684571457418,12,107,11
10,259,high,1684571458421,7,8,52
10,260,medium,1684571459423,5,117,63
10,262,high,1684571460431,89,122,54
10,263,medium,1684571461440,69,82,64
10,264,high,1684571462445,9,59,89
10,265,medium,1684571463461,83,51,42
10,266,high,1684571464476,21,33,32
10,267,low,1684571465490,20,58,146
10,268,low,1684571466525,11,92,71
10,269,medium,1684571467541,14,33,95
10,270,low,1684571468542,24,117,85
10,271,high,1684571469545,44,61,56
10,272,medium,1684571470547,8,60,109
10,273,medium,1684571471553,46,97,12
10,274,medium,1684571472569,100,8,127
10,276,high,1684571473584,30,47,109
10,277,low,1684571474585,0,7,116
10,278,high,1684571475601,0,108,38
10,279,low,1684571476613,96,55,143
10,280,low,1684571477619,67,47,60
10,281,high,1684571478634,89,40,61
10,282,high,1684571479651,87,93,18
10,283,low,1684571480653,0,27,90
10,284,medium,1684571481670,27,22,61
10,285,medium,1684571482677,7,58,137
10,286,medium,1684571483693,89,8,42
10,287,medium,1684571484707,22,115,97
10,288,low,1684571485714,13,30,61
10,289,high,1684571486723,58,75,53
10,291,medium,1684571487741,52,145,57
10,292,high,1684571488748,91,40,45
10,293,high,1684571489755,93,51,67
10,294,low,1684571490756,51,106,124
10,295,medium,1684571491759,96,11,110
10,296,low,1684571492762,50,121,19
10,297,medium,1684571493769,85,141,140
10,298,low,1684571494770,15,80,34
10,300,high,1684571495786,35,56,100
10,301,high,1684571496797,41,18,108
10,302,low,1684571497800,42,52,91
10,304,medium,1684571498816,78,125,52
10,305,medium,1684571499831,13,9,89
10,306,high,1684571500834,46,23,138
10,307,high,1684571501849,31,105,111
10,308,low,1684571502853,53,55,33
10,309,medium,1684571503857,35,81,148
10,310,medium,1684571504858,27,14,73
10,311,medium,1684571505866,86,79,98
10,312,low,1684571506873,32,25,113
10,313,medium,1684571507875,77,83,146
10,315,low,1684571508891,45,78,10
10,316,low,1684571509894,55,18,122
10,317,high,1684571510908,90,141,133
10,318,high,1684571511909,16,19,42
10,319,medium,1684571512927,81,102,75
10,320,high,1684571513939,6,60,132
10,322,medium,1684571514954,48,119,40
10,323,low,1684571515969,31,148,67
10,324,high,1684571516971,20,44,18
10,325,high,1684571517984,41,59,94
10,326,medium,1684571518985,72,21,133
10,327,medium,1684571519986,70,23,59
10,328,medium,1684571521000,54,52,140
10,329,low,1684571522016,18,111,110
10,330,low,1684571523017,11,25,108
10,331,high,1684571524029,39,92,6
10,332,medium,1684571525045,0,101,142
10,333,high,1684571526049,8,57,92
10,335,high,1684571527061,42,102,114
10,336,low,1684571528092,70,92,112
10,337,low,1684571529106,0,30,100
10,338,medium,1684571530107,59,129,79
10,339,medium,1684571531121,33,34,102
10,340,low,1684571532137,54,44,62
10,341,high,1684571533139,37,59,71
10,342,low,1684571534156,68,50,133
10,343,high,1684571535169,35,98,120
10,344,high,1684571536171,70,75,105
10,345,low,1684571537185,57,14,140
10,346,medium,1684571538187,7,7,131
10,347,medium,1684571539199,97,89,65
10,349,medium,1684571540205,76,90,26
10,350,low,1684571541207,42,20,48
10,351,high,1684571542214,62,65,68
10,352,low,1684571543228,37,145,40
10,353,medium,1684571544246,96,85,46
10,354,medium,1684571545249,46,69,142
10,355,high,1684571546259,19,124,6
10,356,high,1684571547291,34,2,113
10,358,low,1684571548307,92,123,40
10,359,low,1684571549323,76,15,55
10,360,medium,1684571550337,69,119,64
10,361,medium,1684571551348,23,96,74
10,363,high,1684571552352,42,70,141
10,364,low,1684571553370,65,62,128
10,365,medium,1684571554383,50,49,107
10,366,low,1684571555384,81,18,22
10,367,high,1684571556401,52,44,147
10,368,low,1684571557416,90,49,120
10,369,medium,1684571558422,26,0,77
10,370,high,1684571559434,66,4,17
10,371,high,1684571560439,68,123,25
10,372,medium,1684571561483,74,36,47
10,373,medium,1684571562486,29,90,146
10,374,low,1684571563500,98,77,112
10,375,high,1684571564510,82,77,123
